Time,Speed_Compact,Speed_Sedan,Speed_SUV
11.42,24.957,16.6906810870248,19.2692955794299
11.43,23.0657148981898,16.5246810870248,18.3152955794299
11.44,24.6752138263577,15.8816810870248,18.901
11.45,24.555,15.908,18.5412955794299
11.46,22.9097148981898,16.402,19.502
11.47,25.541,16.017,18.5892955794299
11.48,24.178,14.4487585506336,19.342
11.49,24.193,14.9617585506336,19.133
11.5,25.176,17.1886810870248,18.5202955794299
11.51,24.433,15.745,19.857
11.52,25.155,15.681,18.9382955794299
11.53,24.749,15.3847585506336,20.1837783154276
11.54,23.5137148981898,15.6017585506336,17.9972955794299
11.55,24.998,15.999,20.7127783154276
11.56,24.498,16.6,19.413
11.57,24.562,16.959,20.4167783154276
11.58,24.049,17.169,19.327
11.59,24.098,15.4837585506336,19.583
11.6,24.18,15.7927585506336,20.2817783154276
11.61,23.5337148981898,16.605,19.7507783154276
11.62,23.5787148981898,15.9087585506336,20.7497783154276
11.63,23.5017148981898,17.0286810870248,19.0982955794299
11.64,25.1132138263577,16.759,20.252
11.65,24.541,15.8187585506336,20.093
11.66,24.305,17.223,20.4977783154276
11.67,24.474,15.8197585506336,19.692
11.68,23.936,15.6327585506336,20.5677783154276
11.69,24.0187148981898,16.651,19.82
11.7,23.672,17.228,20.351
11.71,24.377,16.1297585506336,18.8332955794299
11.72,24.445,17.429,20.352
11.73,24.257,17.9286810870248,20.7397783154276
11.74,24.8742138263577,18.5646810870248,19.0212955794299
11.75,24.529,16.996,19.696
11.76,25.7662138263577,15.9687585506336,19.571
11.77,23.2997148981898,17.068,19.898
11.78,24.776,17.609,21.1177783154276
11.79,24.519,17.114,19.3802955794299
11.8,24.597,16.5097585506336,20.005
11.81,24.386,15.5347585506336,19.2552955794299
11.82,24.532,16.864,19.837
11.83,24.571,16.977,20.289
11.84,24.9932138263577,17.693,20.187
11.85,23.6247148981898,18.9206810870248,20.7707783154276
11.86,25.1172138263577,18.085,20.608
11.87,24.719,16.9927585506336,20.7107783154276
11.88,24.683,19.075,20.185
11.89,23.538,17.467,20.071
11.9,23.3407148981898,18.9536810870248,20.749
11.91,24.075,18.056,20.9217783154276
11.92,24.587,17.25,20.863
11.93,23.4737148981898,17.808,20.9877783154276
11.94,22.7137148981898,16.8487585506336,19.6462955794299
11.95,24.591,18.457,20.616
11.96,24.828,16.2777585506336,20.315
11.97,22.9157148981898,19.0706810870248,20.012
11.98,23.6277148981898,17.1137585506336,20.441
11.99,24.96,16.4277585506336,20.509
12,25.2182138263577,17.4657585506336,21.1277783154276
12.01,24.319,17.926,19.976
12.02,24.284,18.002,20.625
12.03,25.6992138263577,18.339,20.533
12.04,23.8697148981898,18.054,19.5882955794299
12.05,24.54,17.3917585506336,20.52
12.06,24.8992138263577,18.053,20.27
12.07,23.9507148981898,19.009,21.3097783154276
12.08,25.6692138263577,18.029,19.4832955794299
12.09,24.513,18.69,18.7942955794299
12.1,24.049,19.052,20.435
12.11,24.568,17.2337585506336,19.988
12.12,22.9517148981898,17.4167585506336,20.6547783154276
12.13,24.517,19.6596810870248,21.5877783154276
12.14,25.153,19.211,19.2922955794299
12.15,23.9847148981898,18.647,20.781
12.16,23.3387148981898,18.871,20.704
12.17,24.566,18.584,19.5762955794299
12.18,24.627,17.4947585506336,19.6922955794299
12.19,23.8397148981898,19.7766810870248,21.17
12.2,24.721,20.0096810870248,21.4677783154276
12.21,25.2242138263577,18.891,20.132
12.22,23.1027148981898,17.6297585506336,19.2212955794299
12.23,23.98,18.0207585506336,21.3827783154276
12.24,24.469,19.336,20.57
12.25,24.279,18.802,19.1752955794299
12.26,25.084,19.052,21.7417783154276
12.27,22.9887148981898,18.5307585506336,21.157
12.28,24.69,17.9487585506336,19.4522955794299
12.29,24.263,18.7037585506336,20.536
12.3,24.398,18.3527585506336,20.499
12.31,24.73,19.147,20.32
12.32,23.5907148981898,19.517,20.503
12.33,24.645,20.4476810870248,20.415
12.34,25.352,18.899,20.622
12.35,25.2372138263577,18.841,20.0222955794299
12.36,23.4487148981898,19.83,19.2142955794299
12.37,25.072,20.0856810870248,20.32
12.38,24.372,19.856,20.594
12.39,23.5597148981898,19.418,20.988
12.4,24.15,19.413,20.498
12.41,26.0162138263577,19.82,20.741
12.42,24.693,18.6047585506336,20.1912955794299
12.43,25.3322138263577,20.1466810870248,20.362
12.44,25.299,18.3487585506336,20.61
12.45,25.4042138263577,19.393,20.0622955794299
12.46,23.6157148981898,18.2707585506336,19.8022955794299
12.47,25.6532138263577,18.1357585506336,21.198
12.48,25.5582138263577,20.9266810870248,21.924
12.49,24.812,19.9586810870248,21.172
12.5,24.838,19.779,21.148
12.51,26.0202138263577,19.745,20.4282955794299
12.52,23.97,19.066,20.629
12.53,24.9192138263577,20.115,20.943
12.54,25.06,19.447,20.895
12.55,24.807,19.848,20.838
12.56,25.6342138263577,19.789,19.7522955794299
12.57,24.744,20.6716810870248,20.945
12.58,23.1287148981898,19.376,21.302
12.59,23.8217148981898,20.2786810870248,21.2807783154276
12.6,23.749,19.0107585506336,21.4167783154276
12.61,25.3272138263577,19.667,20.962
12.62,24.357,19.567,21.49
12.63,24.892,20.632,22.3857783154276
12.64,24.4337148981898,18.3827585506336,21.303
12.65,24.93,20.084,21.301
12.66,23.8187148981898,20.6746810870248,20.959
12.67,24.134,20.273,21.156
12.68,24.681,19.988,19.7372955794299
12.69,25.2652138263577,19.6927585506336,21.5867783154276
12.7,23.3847148981898,19.782,21.442
12.71,23.7847148981898,18.7647585506336,21.273
12.72,24.762,20.404,19.2382955794299
12.73,24.164,20.526,20.4202955794299
12.74,24.748,20.8746810870248,21.9017783154276
12.75,25.161,21.0136810870248,22.6327783154276
12.76,25.4892138263577,19.1567585506336,20.851
12.77,25.282,20.8766810870248,21.611
12.78,25.055,20.5486810870248,21.2127783154276
12.79,25.584,20.579,22.3237783154276
12.8,25.6212138263577,19.5147585506336,19.8352955794299
12.81,23.4097148981898,20.4016810870248,21.47
12.82,24.949,20.083,20.952
12.83,24.935,20.895,21.219
12.84,24.183,20.565,20.2592955794299
12.85,25.7202138263577,19.5017585506336,21.573
12.86,23.1807148981898,20.425,21.8277783154276
12.87,23.5467148981898,21.059,20.1722955794299
12.88,23.4287148981898,20.762,20.2612955794299
12.89,23.1587148981898,21.112,22.5717783154276
12.9,25.6022138263577,20.335,20.0632955794299
12.91,25.5952138263577,20.656,22.2057783154276
12.92,24.0877148981898,21.1936810870248,21.34
12.93,24.8562138263577,20.965,21.24
12.94,23.909,20.636,21.729
12.95,23.3917148981898,20.434,22.014
12.96,23.6177148981898,20.935,22.2067783154276
12.97,23.9127148981898,21.156,22.0027783154276
12.98,25.159,20.665,21.677
12.99,23.5527148981898,22.2216810870248,20.4062955794299
13,24.38,20.221,21.008
13.01,24.397,21.141,22.055
13.02,24.556,20.8356810870248,21.859
13.03,24.1507148981898,20.423,22.6887783154276
13.04,25.037,21.6716810870248,22.055
13.05,24.611,21.35,20.2352955794299
13.06,25.053,20.997,21.753
13.07,23.9937148981898,21.214,21.668
13.08,24.1217148981898,20.0867585506336,22.538
13.09,23.8547148981898,21.094,21.457
13.1,24.961,19.1017585506336,20.6402955794299
13.11,23.8767148981898,21.078,20.7592955794299
13.12,23.6657148981898,21.505,21.476
13.13,23.5417148981898,21.591,22.034
13.14,25.7482138263577,21.812,22.091
13.15,23.6637148981898,20.477,22.4967783154276
13.16,24.0787148981898,19.8587585506336,21.506
13.17,24.1417148981898,20.615,21.49
13.18,24.7632138263577,20.955,21.733
13.19,24.521,21.75,21.1432955794299
13.2,23.1407148981898,21.165,21.5542955794299
13.21,25.451,19.7937585506336,22.139
13.22,24.853,21.8496810870248,20.3182955794299
13.23,25.275,22.2176810870248,22.015
13.24,24.1247148981898,21.6246810870248,21.237
13.25,25.2662138263577,21.729,21.259
13.26,25.113,22.1496810870248,20.4962955794299
13.27,25.006,20.0977585506336,22.9277783154276
13.28,24.804,21.072,21.761
13.29,23.7847148981898,21.007,21.723
13.3,24.0567148981898,20.917,22.6667783154276
13.31,24.0227148981898,21.4546810870248,21.199
13.32,25.141,21.354,22.035
13.33,24.626,21.062,21.0972955794299
13.34,25.021,21.372,21.3732955794299
13.35,24.0507148981898,20.1817585506336,21.806
13.36,25.5472138263577,22.3906810870248,20.9262955794299
13.37,24.252,21.83,21.526
13.38,25.308,22.0626810870248,21.852
13.39,24.871,21.998,22.782
13.4,24.984,21.939,23.2117783154276
13.41,25.3742138263577,20.7667585506336,20.5372955794299
13.42,23.9307148981898,21.335,21.893
13.43,25.7612138263577,20.917,22.8857783154276
13.44,25.204,21.445,21.744
13.45,23.9737148981898,22.2006810870248,21.625
13.46,24.78,21.989,21.659
13.47,24.635,21.515,21.1512955794299
13.48,23.6327148981898,22.016,22.468
13.49,25.4392138263577,20.6387585506336,21.924
13.5,24.5597148981898,21.809,21.7422955794299
13.51,24.941,21.737,21.131
13.52,24.336,22.188,22.189
13.53,25.896,20.9327585506336,21.863
13.54,25.6222138263577,21.449,21.0272955794299
13.55,24.5287148981898,22.1336810870248,21.557
13.56,25.433,21.536,22.9787783154276
13.57,24.618,22.292,21.847
13.58,24.746,21.88,21.494
13.59,24.846,21.591,21.928
13.6,24.61,22.9566810870248,22.9397783154276
13.61,26.0002138263577,21.343,22.06
13.62,26.6172138263577,21.873,22.442
13.63,25.7622138263577,20.3437585506336,22.066
13.64,24.5807148981898,22.041,21.834
13.65,23.0357148981898,21.392,21.0082955794299
13.66,25.7712138263577,21.228,22.025
13.67,23.6987148981898,20.9277585506336,20.5172955794299
13.68,26.1832138263577,22.148,21.2752955794299
13.69,24.645,21.579,20.6592955794299
13.7,23.2597148981898,22.16,22.161
13.71,24.739,21.7747585506336,22.8317783154276
13.72,23.6597148981898,22.036,22.354
13.73,23.3077148981898,22.9316810870248,21.969
13.74,24.918,22.3856810870248,22.721
13.75,25.4842138263577,21.789,22.089
13.76,24.7117148981898,21.217,22.093
13.77,24.2657148981898,21.643,23.0107783154276
13.78,24.761,22.147,22.6677783154276
13.79,24.77,23.2716810870248,22.283
13.8,24.648,21.6887585506336,22.1107783154276
13.81,25.147,20.9577585506336,22.436
13.82,24.566,23.1196810870248,22.971
13.83,25.7812138263577,21.6737585506336,22.349
13.84,24.814,22.525,21.588
13.85,24.645,23.3106810870248,20.5462955794299
13.86,25.208,22.237,21.855
13.87,24.976,23.0616810870248,21.1872955794299
13.88,23.4747148981898,21.94,21.1442955794299
13.89,25.075,21.2717585506336,21.8862955794299
13.9,25.055,22.63,21.4152955794299
13.91,24.923,22.351,22.433
13.92,23.9287148981898,23.8636810870248,22.454
13.93,25.5502138263577,21.7067585506336,22.222
13.94,25.293,21.922,22.242
13.95,25.029,22.532,20.7032955794299
13.96,24.074,23.2386810870248,23.1227783154276
13.97,26.4122138263577,22.616,22.396
13.98,24.775,22.477,21.0182955794299
13.99,25.381,23.1426810870248,23.5377783154276
14,24.475,21.7707585506336,22.302
14.01,23.4827148981898,22.483,22.36
14.02,25.154,22.774,23.6067783154276
14.03,25.8882138263577,22.703,22.303
14.04,26.4912138263577,22.298,22.461
14.05,24.695,22.0317585506336,21.84
14.06,25.5582138263577,22.468,21.892
14.07,25.9312138263577,22.224,21.8082955794299
14.08,25.6432138263577,21.5457585506336,22.4947783154276
14.09,23.4107148981898,22.24,23.1407783154276
14.1,24.997,21.1657585506336,22.9797783154276
14.11,25.3402138263577,22.8986810870248,23.033
14.12,25.692,21.6207585506336,21.2532955794299
14.13,24.601,21.0937585506336,22.637
14.14,24.925,23.4486810870248,22.946
14.15,25.066,22.404,22.638
14.16,23.8587148981898,22.4446810870248,22.775
14.17,25.362,23.4046810870248,22.9857783154276
14.18,24.666,22.78,21.832
14.19,25.467,21.9167585506336,23.2927783154276
14.2,25.02,22.917,23.5497783154276
14.21,26.4432138263577,22.89,21.9632955794299
14.22,24.827,21.4687585506336,21.4072955794299
14.23,25.6802138263577,22.1427585506336,22.448
14.24,23.5897148981898,22.25,22.106
14.25,23.9457148981898,23.8496810870248,22.9687783154276
14.26,25.11,23.5586810870248,22.408
14.27,25.217,22.514,22.7847783154276
14.28,24.06,22.784,21.4012955794299
14.29,24.835,23.6846810870248,22.653
14.3,25.4222138263577,22.0797585506336,22.9
14.31,23.5207148981898,22.501,22.03
14.32,24.5337148981898,22.497,22.088
14.33,25.015,21.7467585506336,21.4042955794299
14.34,25.652,23.4006810870248,23.7577783154276
14.35,25.054,22.704,22.484
14.36,24.236,21.7887585506336,22.537
14.37,24.576,23.059,22.961
14.38,24.87,20.9167585506336,22.503
14.39,24.678,22.624,21.84
14.4,24.315,21.3187585506336,23.1237783154276
14.41,24.1807148981898,23.402,22.595
14.42,25.271,23.1396810870248,24.4667783154276
14.43,23.6637148981898,22.889,23.019
14.44,23.7587148981898,22.818,22.449
14.45,26.1412138263577,22.862,23.3167783154276
14.46,25.057,21.6227585506336,22.211
14.47,25.785,23.182,22.495
14.48,24.837,23.6696810870248,22.8757783154276
14.49,24.3977148981898,23.4136810870248,22.656
14.5,23.5637148981898,22.905,23.016
14.51,24.517,23.7126810870248,22.282
14.52,23.9547148981898,23.533,23.9627783154276
14.53,23.5857148981898,21.9637585506336,22.561
14.54,23.7687148981898,22.834,22.086
14.55,25.118,22.2907585506336,21.9102955794299
14.56,26.3042138263577,23.062,23.123
14.57,25.178,23.248,22.55
14.58,25.7042138263577,21.3997585506336,21.7372955794299
14.59,25.032,22.849,22.758
14.6,24.4667148981898,23.6236810870248,21.8122955794299
14.61,23.5947148981898,23.217,23.7017783154276
14.62,23.5437148981898,22.477,21.5482955794299
14.63,24.677,23.5016810870248,20.9582955794299
14.64,25.6742138263577,23.289,21.4432955794299
14.65,24.88,23.142,20.8792955794299
14.66,24.832,22.7,22.226
14.67,25.046,23.567,22.492
14.68,23.9197148981898,22.0647585506336,21.8362955794299
14.69,25.51,24.1316810870248,23.8517783154276
14.7,25.435,23.236,21.7802955794299
14.71,25.182,21.5287585506336,22.686
14.72,25.3982138263577,22.706,23.8107783154276
14.73,25.603,22.4637585506336,23.6507783154276
14.74,25.249,24.1026810870248,24.1077783154276
14.75,24.941,22.842,23.225
14.76,24.705,23.821,22.2
14.77,25.7532138263577,23,23.0607783154276
14.78,24.881,21.7487585506336,22.646
14.79,25.129,23.005,24.1857783154276
14.8,24.939,23.684,22.46
14.81,25.722,21.8797585506336,22.834
14.82,24.0667148981898,21.8337585506336,22.951
14.83,24.0927148981898,23.704,23.1287783154276
14.84,25.43,23.5906810870248,22.491
14.85,25.2692138263577,23.414,22.769
14.86,25.8412138263577,21.9007585506336,22.446
14.87,25.176,24.2606810870248,22.92
14.88,24.5647148981898,22.59,22.9207783154276
14.89,25.209,22.3147585506336,24.1567783154276
14.9,24.98,23.285,21.6442955794299
14.91,24.3157148981898,22.664,21.8262955794299
14.92,24.551,24.5436810870248,21.5222955794299
14.93,23.7427148981898,22.955,24.1347783154276
14.94,26.1762138263577,22.4587585506336,21.5512955794299
14.95,24.908,23.8846810870248,22.811
14.96,25.495,23.222,21.9532955794299
14.97,25.8912138263577,23.437,22.646
14.98,25.3262138263577,23.404,22.742
14.99,26.018,23.293,22.808
15,25.57,23.259,22.561
15.01,25.6972138263577,23.2227585506336,22.996
15.02,25.55,23.348,24.0787783154276
15.03,25.6752138263577,22.5167585506336,22.0502955794299
15.04,24.1197148981898,23.9256810870248,22.487
15.05,24.382,23.502,23.6707783154276
15.06,25.7232138263577,23.791,22.2172955794299
15.07,25.9682138263577,23.402,23.7687783154276
15.08,23.9927148981898,23.5776810870248,23.244
15.09,24.967,23.245,23.16
15.1,25.9942138263577,22.7287585506336,23.183
15.11,25.166,23.347,23.377
15.12,25.125,22.974,22.28
15.13,25.7722138263577,23.81,23.226
15.14,24.597,23.497,23.8467783154276
15.15,25.291,24.2856810870248,23.021
15.16,25.051,23.269,21.981
15.17,25.341,23.155,23.3467783154276
15.18,24.3087148981898,23.112,23.43
15.19,26.1132138263577,24.1906810870248,23.27
15.2,25.457,22.907,23.6497783154276
15.21,25.4222138263577,23.636,23.203
15.22,25.2,23.302,23.206
15.23,23.3227148981898,23.097,22.844
15.24,24.0547148981898,24.23,22.4892955794299
15.25,25.1892138263577,23.518,22.318
15.26,25.17,22.4577585506336,23.6047783154276
15.27,25.9512138263577,23.0267585506336,23.6347783154276
15.28,24.5607148981898,22.721,21.4202955794299
15.29,24.529,23.552,22.6072955794299
15.3,24.387,23.4,21.9852955794299
15.31,24.66,23.3486810870248,23.7357783154276
15.32,25.1822138263577,23.591,22.331
15.33,24.748,23.392,21.9862955794299
15.34,25.171,23.327,22.666
15.35,24.5957148981898,24.7406810870248,23.4757783154276
15.36,24.937,22.9557585506336,21.9042955794299
15.37,25.7372138263577,21.8037585506336,24.2037783154276
15.38,24.533,23.9496810870248,23.8657783154276
15.39,23.4147148981898,23.806,22.846
15.4,24.891,22.8797585506336,22.1282955794299
15.41,25.7542138263577,24.6376810870248,21.6522955794299
15.42,24.685,23.5506810870248,22.0352955794299
15.43,25.4242138263577,23.8316810870248,21.4182955794299
15.44,25.009,23.615,23.162
15.45,23.5547148981898,23.477,22.541
15.46,23.7207148981898,23.361,22.39
15.47,26.0012138263577,24.5976810870248,23.2197783154276
15.48,24.75,22.469,22.722
15.49,24.0527148981898,22.878,23.137
15.5,25.4742138263577,25.5756810870248,23.088
15.51,24.523,23.858,21.7512955794299
15.52,25.084,23.0317585506336,22.624
15.53,25.8702138263577,21.5837585506336,23.4837783154276
15.54,24.1657148981898,24.306,23.721
15.55,25.169,23.472,23.178
15.56,24.246,23.0717585506336,23.246
15.57,25.361,23.91,21.9822955794299
15.58,25.6842138263577,22.3887585506336,23.363
15.59,25.194,23.661,22.451
15.6,24.1817148981898,23.524,22.809
15.61,24.549,24.134,22.2682955794299
15.62,24.775,23.754,22.698
15.63,24.776,23.205,23.8677783154276
15.64,26.1712138263577,22.5717585506336,24.1827783154276
15.65,25.1922138263577,24.298,21.5032955794299
15.66,24.51,23.71,22.3842955794299
15.67,25.7962138263577,23.3967585506336,23.1587783154276
15.68,25.111,23.523,22.939
15.69,23.6587148981898,23.835,22.711
15.7,25.5602138263577,23.401,23.845
15.71,24.743,23.44,22.1632955794299
15.72,23.9127148981898,24.012,22.752
15.73,24.807,23.753,24.0247783154276
15.74,25.1962138263577,23.652,22.4432955794299
15.75,24.971,23.105,24.3607783154276
15.76,25.108,24.938,23.006
15.77,25.71,23.0277585506336,23.7577783154276
15.78,24.184,22.7447585506336,22.1832955794299
15.79,23.7877148981898,24.237,22.938
15.8,25.361,23.385,22.929
15.81,24.343,24.88,23.176
15.82,23.5227148981898,24.301,22.9542955794299
15.83,24.981,22.3427585506336,21.8362955794299
15.84,26.1602138263577,24.0156810870248,22.2662955794299
15.85,25.6192138263577,22.3147585506336,22.1622955794299
15.86,24.825,23.645,23.388
15.87,25.697,23.621,22.796
15.88,25.512,24.5106810870248,23.208
15.89,25.087,25.1936810870248,24.2767783154276
15.9,24.0957148981898,23.783,21.6362955794299
15.91,24.427,24.012,24.2177783154276
15.92,25.315,23.434,23.8797783154276
15.93,24.598,23.733,23.6237783154276
15.94,24.654,24.8166810870248,23.645
15.95,25.157,23.173,22.1242955794299
15.96,25.448,23.306,22.729
15.97,24.997,23.606,23.111
15.98,25.734,22.7077585506336,23.935
15.99,23.8607148981898,24.25,23.633
16,25.236,24.2996810870248,22.2192955794299
16.01,25.5652138263577,22.6887585506336,23.207
16.02,25.8392138263577,22.3157585506336,23.535
16.03,25.6272138263577,23.844,22.766
16.04,26.4662138263577,24.6016810870248,23.784
16.05,24.728,23.612,22.1702955794299
16.06,25.4012138263577,22.7837585506336,23.7187783154276
16.07,25.349,23.495,21.6932955794299
16.08,25.7572138263577,24.6796810870248,22.6232955794299
16.09,23.6777148981898,24.059,22.3742955794299
16.1,23.6917148981898,24.6966810870248,23.53
16.11,25.105,24.207,23.475
16.12,26.4142138263577,24.053,23.886
16.13,25.26,22.3677585506336,23.8827783154276
16.14,24.5407148981898,23.3737585506336,22.3582955794299
16.15,24.0447148981898,22.9797585506336,22.441
16.16,25.401,23.9067585506336,22.5132955794299
16.17,25.308,23.37,23.612
16.18,24.899,23.778,22.4512955794299
16.19,23.3517148981898,24.264,24.2737783154276
16.2,24.5517148981898,22.9627585506336,23.509
16.21,25.381,22.8707585506336,23.095
16.22,24.148,24.342,22.0442955794299
16.23,23.5987148981898,24.05,23.464
16.24,24.6267148981898,24.2366810870248,23.613
16.25,24.669,22.8317585506336,23.716
16.26,24.4337148981898,24.247,22.6582955794299
16.27,25.331,24.112,24.1647783154276
16.28,25.224,23.0487585506336,23.072
16.29,23.6637148981898,23.715,22.97
16.3,25.6972138263577,23.3017585506336,22.5682955794299
16.31,25.147,24.566,23.54
16.32,24.98,25.0986810870248,24.3567783154276
16.33,25.19,23.1547585506336,24.3047783154276
16.34,24.656,24.695,23.148
16.35,24.755,23.243,23.436
16.36,23.9167148981898,23.1717585506336,23.765
16.37,25.019,24.063,23.855
16.38,26.2112138263577,21.9827585506336,24.113
16.39,25.094,23.1337585506336,22.59
16.4,25,24.6006810870248,24.2787783154276
16.41,23.8257148981898,24.777,22.2302955794299
16.42,25.7352138263577,23.85,23.9307783154276
16.43,24.827,24.301,23.543
16.44,26.2742138263577,23.23,23.797
16.45,24.652,23.925,24.2087783154276
16.46,25.238,23.1437585506336,24.4977783154276
16.47,25.5562138263577,23.703,23.791
16.48,25.372,24.059,22.2602955794299
16.49,25.1397148981898,23.501,21.6382955794299
16.5,25.226,23.808,22.4372955794299
16.51,25.7422138263577,23.834,23.34
16.52,25.4362138263577,23.76,23.898
16.53,24.156,23.1267585506336,22.3292955794299
16.54,24.897,23.779,23.232
16.55,25.6902138263577,23.577,23.477
16.56,24.1597148981898,25.3756810870248,22.1282955794299
16.57,25.8282138263577,24.0326810870248,22.6962955794299
16.58,25.258,24.4226810870248,24.068
16.59,25.7962138263577,23.296,23.762
16.6,24.4237148981898,24.368,23.352
16.61,26.3082138263577,23.506,24.7387783154276
16.62,25.9672138263577,24.129,23.617
16.63,23.7927148981898,22.7667585506336,22.7002955794299
16.64,24.5217148981898,23.764,24.4877783154276
16.65,24.584,24.7736810870248,23.724
16.66,25.018,23.1967585506336,23.587
16.67,25.204,23.913,23.54
16.68,23.8337148981898,24.187,24.3647783154276
16.69,26.7932138263577,23.674,24.05
16.7,25.8902138263577,24.708,23.3817783154276
16.71,25.345,24.3396810870248,22.3182955794299
16.72,23.8647148981898,24.516,22.5262955794299
16.73,25.4,23.936,24.0727783154276
16.74,24.2647148981898,23.929,23.9747783154276
16.75,24.788,22.5827585506336,23.653
16.76,25.365,24.472,24.7727783154276
16.77,24.1027148981898,24.066,23.025
16.78,25.535,24.6736810870248,22.9062955794299
16.79,25.555,24.956,24.2677783154276
16.8,24.951,24.189,23.408
16.81,24.0807148981898,25.1186810870248,21.9002955794299
16.82,24.613,24.337,23.256
16.83,24.1707148981898,23.948,23.7027783154276
16.84,24.709,24.065,24.3197783154276
16.85,24.788,23.6297585506336,24.6387783154276
16.86,25.3122138263577,24.4716810870248,24.4187783154276
16.87,24.1047148981898,22.9977585506336,23.582
16.88,25.35,25.1286810870248,23.8297783154276
16.89,24.847,23.2697585506336,23.3292955794299
16.9,24.319,23.944,23.235
16.91,24.3787148981898,23.717,24.8027783154276
16.92,24.789,24.818,23.511
16.93,25.6532138263577,22.8387585506336,23.697
16.94,24.675,24.278,23.059
16.95,25.025,25.3626810870248,21.7552955794299
16.96,23.5357148981898,24.353,22.973
16.97,24.2347148981898,24.195,23.5607783154276
16.98,25.18,23.2637585506336,23.386
16.99,25.9782138263577,23.803,23.506
17,24.5747148981898,24.635,24.5897783154276
17.01,24.0527148981898,25.0666810870248,22.8322955794299
17.02,24.437,24.256,23.743
17.03,25.557,23.909,23.308
17.04,25.037,25.7096810870248,23.809
17.05,25.778,23.901,22.928
17.06,25.455,22.6247585506336,24.3357783154276
17.07,25.9552138263577,23.671,23.8417783154276
17.08,24.6767148981898,23.7947585506336,23.639
17.09,25.15,23.824,22.5282955794299
17.1,25.685,24.453,23.0302955794299
17.11,23.5337148981898,23.85,24.4267783154276
17.12,26.1582138263577,23.4077585506336,23.49
17.13,25.134,24.477,24.014
17.14,25.085,23.565,24.1707783154276
17.15,23.5407148981898,25.5306810870248,22.6062955794299
17.16,24.9412138263577,25.1816810870248,23.024
17.17,24.0397148981898,24.328,23.173
17.18,24.757,24.478,23.628
17.19,23.2907148981898,25.1216810870248,23.48
17.2,25.432,24.495,22.0732955794299
17.21,25.172,23.7447585506336,23.291
17.22,24.2927148981898,24.753,24.199
17.23,23.4887148981898,23.1687585506336,24.427
17.24,23.971,23.0757585506336,23.566
17.25,26.2602138263577,25.0146810870248,23.422
17.26,25.454,22.9497585506336,22.5412955794299
17.27,25.876,23.0227585506336,23.892
17.28,25.6832138263577,24.736,22.6412955794299
17.29,25.306,23.911,23.0742955794299
17.3,23.4547148981898,23.0497585506336,23.467
17.31,24.61,23.891,24.355
17.32,24.693,24.463,24.5497783154276
17.33,23.9907148981898,24.6456810870248,23.796
17.34,25,23.877,22.1432955794299
17.35,23.9437148981898,24.207,24.1587783154276
17.36,24.941,24.479,23.194
17.37,26.188,24.359,23.547
17.38,23.9887148981898,24.397,22.9142955794299
17.39,23.0187148981898,24.513,23.845
17.4,25.339,23.0017585506336,23.963
17.41,23.2527148981898,24.276,23.677
17.42,25.029,23.0687585506336,24.43
17.43,23.4667148981898,23.991,24.1357783154276
17.44,25.327,24.372,23.159
17.45,25.236,24.912,23.567
17.46,25.507,24.116,21.9982955794299
17.47,23.1217148981898,24.703,22.3522955794299
17.48,25.7902138263577,22.9307585506336,22.5602955794299
17.49,24.851,24.7536810870248,23.677
17.5,24.852,23.674,23.561
17.51,25.073,23.0827585506336,24.6697783154276
17.52,25.804,22.7117585506336,24.3007783154276
17.53,24.813,23.822,23.913
17.54,26.3032138263577,23.516,23.776
17.55,23.8037148981898,24.004,24.4157783154276
17.56,25.178,24.501,23.669
17.57,24.0187148981898,24.098,23.658
17.58,24.508,24.755,23.23
17.59,24.6697148981898,23.0747585506336,22.3912955794299
17.6,26.2492138263577,24.736,22.0962955794299
17.61,25.64,24.308,22.6352955794299
17.62,24.916,24.8306810870248,23.209
17.63,25.3112138263577,23.862,22.5392955794299
17.64,25.824,23.98,24.109
17.65,23.9897148981898,24.395,23.788
17.66,25.359,24.155,23.987
17.67,23.9477148981898,24.061,23.677
17.68,24.99,24.762,24.2207783154276
17.69,26.2082138263577,24.458,22.4042955794299
17.7,23.7007148981898,25.2326810870248,22.0202955794299
17.71,25.3052138263577,24.143,25.4097783154276
17.72,25.2852138263577,23.932,23.7347783154276
17.73,23.9167148981898,24.035,23.549
17.74,25.082,25.182,23.936
17.75,24.968,24.385,24.324
17.76,23.6367148981898,25.072,23.666
17.77,24.84,23.819,22.8782955794299
17.78,24.725,24.757,23.905
17.79,25.51,24.846,23.327
17.8,25.4802138263577,23.0247585506336,21.8802955794299
17.81,23.7007148981898,23.777,23.61
17.82,25.164,24.9436810870248,23.427
17.83,26.2062138263577,24.569,24.4697783154276
17.84,24.692,24.6976810870248,23.816
17.85,25.757,24.022,24.5637783154276
17.86,23.3817148981898,24.253,23.0472955794299
17.87,25.4542138263577,22.9827585506336,22.6702955794299
17.88,24.683,25.3576810870248,22.9292955794299
17.89,25.257,24.6026810870248,25.2217783154276
17.9,26.1052138263577,24.43,23.682
17.91,25.6692138263577,25.3426810870248,24.8337783154276
17.92,25.76,23.1597585506336,23.825
17.93,23.9937148981898,25.3556810870248,24.5077783154276
17.94,23.9617148981898,24.695,24.218
17.95,23.2697148981898,24.9676810870248,22.7572955794299
17.96,25.35,23.2327585506336,22.4562955794299
